Temp pH Cond Ca Mg Na K AlkAcid SO4_IC Cl NO2NO3N Tot.N_ps TotP AbsF420nm TOC Si
9.3 6.96 2.04 0.121 0.029 0.044 0.009 0.139 0.025 0.024 11 181 4 0.038 2.6 0.76
5.3 6.91 1.46 0.062 0.029 0.037 0.01 0.074 0.032 0.021 8 311 35 0.022 1.2 0.87
5.2 7.18 2.2 0.138 0.033 0.035 0.005 0.149 0.032 0.026 8 203 21 0.024 1.1 0.35
9.1 8.19 22.2 2.178 0.214 0.085 0.014 2.225 0.19 0.048 7 277 17 0.018 5.3 0.86
3.5 6.79 2.02 0.131 0.029 0.047 0.005 0.101 0.024 0.021 2 262 11 0.088 10 0.53
9.1 7.71 21.1 2.008 0.197 0.116 0.02 2.019 0.169 0.065 6 285 23 0.078 8.5 1.34
11.3 7.47 5.08 0.385 0.057 0.064 0.011 0.372 0.054 0.047 93 406 6 0.018 2.8 0.41
9.3 8.13 29.9 2.877 0.574 0.052 0.011 3.351 0.093 0.034 7 182 6 0.06 4.3 1.19
9.3 7.16 3.05 0.2 0.042 0.051 0.008 0.223 0.028 0.037 12 189 4 0.049 2.8 0.36
9.4 7.08 2.5 0.141 0.029 0.063 0.006 0.117 0.027 0.055 51 199 2 0.032 2.4 0.15
7.6 7.18 2.27 0.132 0.047 0.047 0.006 0.161 0.008 0.036 7 199 10 0.076 3.8 0.16
9 7.27 2.85 0.191 0.038 0.046 0.01 0.194 0.032 0.032 10 185 10 0.043 2.4 0.33
8.7 7.12 3.24 0.222 0.049 0.062 0.005 0.198 0.017 0.047 6 233 5 0.079 7.9 0.16
8.1 7.06 4.06 0.294 0.068 0.066 0.007 0.275 0.023 0.044 11 285 18 0.136 9.9 0.27
11.3 7.67 11.3 1.085 0.075 0.06 0.019 1.053 0.049 0.024 7 258 11 0.085 8.3 1.47
7.9 6.71 2.46 0.147 0.048 0.055 0.003 0.111 0.025 0.043 9 235 24 0.122 7.6 0.15
8.1 7.1 2.86 0.179 0.035 0.057 0.014 0.173 0.029 0.036 7 281 19 0.099 8 0.29
4.7 7.69 6.85 0.586 0.056 0.061 0.017 0.579 0.04 0.026 1 236 7 0.04 7.8 1.68
10.3 6.9 1.98 0.105 0.026 0.053 0.007 0.093 0.022 0.041 38 217 13 0.042 3.2 0.22
4.2 7.66 10.1 0.956 0.068 0.064 0.016 0.931 0.047 0.027 2 221 10 0.072 11.9 1.33
9.9 8.21 33.5 3.413 0.158 0.107 0.047 3.029 0.607 0.09 6 380 12 0.091 10.8 1.49
10.3 7.85 12.2 1.202 0.076 0.063 0.015 1.133 0.057 0.028 7 258 12 0.085 9 1.27
7.6 7.34 6.39 0.54 0.053 0.062 0.006 0.498 0.065 0.049 8 211 11 0.076 3.6 0.22
12.1 7.61 8.41 0.655 0.143 0.067 0.012 0.672 0.087 0.062 39 227 15 0.066 6.5 2.19
10.3 7.52 9.65 0.983 0.057 0.051 0.007 0.856 0.026 0.028 3 260 14 0.235 13 1.36
12.2 7.48 7.52 0.575 0.17 0.062 0.006 0.621 0.05 0.045 3 238 7 0.118 9.4 1.09
9.2 7.11 2.42 0.149 0.034 0.058 0.005 0.123 0.023 0.039 20 197 11 0.086 4.9 0.25
4.3 6.82 3.71 0.323 0.053 0.049 0.009 0.239 0.013 0.025 10 353 15 0.185 18.7 1.18
7.4 6.83 2.11 0.111 0.039 0.054 0.005 0.123 0.008 0.045 8 211 11 0.141 5.4 0.24
9.9 7.31 3.47 0.245 0.052 0.041 0.013 0.245 0.033 0.031 46 231 12 0.05 3.7 0.3
12.8 6.95 1.94 0.096 0.031 0.058 0.008 0.075 0.022 0.061 30 222 5 0.044 3 1.02
8.2 6.95 1.21 0.048 0.017 0.049 0.004 0.018 0.011 0.038 10 192 13 0.096 4.5 0.18
12.4 7.26 7.68 0.686 0.079 0.054 0.009 0.672 0.021 0.025 6 231 10 0.138 12.8 1.33
11.7 6.5 2.66 0.166 0.061 0.054 0.005 0.059 0.028 0.076 12 301 15 0.237 13.6 0.42
7.7 5.33 1.18 0.035 0.016 0.048 0.001 -0.011 0.007 0.041 8 219 11 0.15 6.5 0.25
6.3 6.57 1.29 0.057 0.016 0.037 0.005 0.048 0.034 0.03 6 194 9 0.032 1.4 0.16
12.7 7.84 17.8 1.693 0.185 0.06 0.009 1.822 0.065 0.043 3 265 15 0.051 7.9 1.42
8.7 6.2 0.96 0.027 0.012 0.043 0.003 0.018 0.012 0.033 17 170 12 0.032 1.8 0.11
10 5.78 1.93 0.119 0.054 0.054 0.007 0.007 0.01 0.017 2 294 14 0.479 20.7 1.81
9.1 6.93 2.94 0.134 0.047 0.09 0.019 0.14 0.02 0.074 17 229 14 0.075 5.5 0.12
7.3 6.31 0.86 0.027 0.009 0.038 0.003 0.013 0.013 0.032 25 155 10 0.007 0.6 0.19
6.2 6.73 1.74 0.118 0.016 0.045 0.003 0.103 0.011 0.029 11 229 12 0.146 5.9 0.15
10.3 6.03 2 0.106 0.048 0.059 0.011 0.041 0.018 0.02 2 263 14 0.404 14.9 2.06
11.4 7.4 5.11 0.427 0.068 0.049 0.009 0.388 0.033 0.025 7 243 10 0.106 9.2 1
11.9 7.06 3.26 0.187 0.08 0.061 0.014 0.189 0.038 0.029 1 217 9 0.095 7.2 1.44
4.4 6.25 0.55 0.021 0.005 0.023 0.002 0.011 0.009 0.019 7 159 10 0.01 0.8 0.29
4.9 6.21 1.2 0.017 0.007 0.029 0.002 0.011 0.012 0.02 6 152 10 0.011 1.1 0.27
10.5 6.55 2.46 0.155 0.052 0.065 0.016 0.1 0.025 0.024 9 252 19 0.257 11.5 1.61
10.6 6.67 2.96 0.178 0.09 0.06 0.009 0.14 0.021 0.027 1 376 21 0.348 14.7 2.01
11.5 7.17 4.77 0.394 0.048 0.053 0.011 0.349 0.029 0.044 4 249 10 0.112 8.1 0.4
11.6 7.01 2.95 0.174 0.076 0.049 0.01 0.177 0.035 0.026 10 192 11 0.098 5.9 1.23
5.2 6.77 0.92 0.048 0.01 0.032 0.002 0.046 0.013 0.017 9 197 11 0.01 1.1 0.44
5.5 6.8 1.81 0.085 0.018 0.061 0.005 0.088 0.032 0.035 7 154 10 0.026 1.2 0.13
11 6.68 1.85 0.104 0.025 0.049 0.003 0.097 0.019 0.025 4 169 4 0.067 4.2 0.52
12.3 6.58 1.4 0.065 0.024 0.045 0.006 0.05 0.016 0.025 10 167 7 0.101 4.5 1.06
10.1 6.73 2.52 0.163 0.067 0.057 0.008 0.116 0.016 0.02 7 258 12 0.255 12.8 1.92
4.9 6.06 0.63 0.012 0.006 0.033 0.001 0.013 0.01 0.024 6 155 11 0.01 0.8 0.17
6.4 6.62 1.41 0.073 0.013 0.04 0.002 0.061 0.013 0.033 8 202 12 0.065 3.3 0.28
10.7 6.8 2.07 0.119 0.053 0.047 0.007 0.091 0.027 0.022 8 198 10 0.1 6.9 0.99
10.5 5.15 0.79 0.014 0.024 0.013 0.002 -0.014 0.008 0.011 2 168 20 0.146 5.7 0.41
10.6 6.35 0.97 0.029 0.016 0.034 0.005 0.034 0.014 0.016 7 164 5 0.059 2.5 0.35
12.5 6.81 2.11 0.082 0.035 0.07 0.011 0.072 0.029 0.053 19 176 5 0.054 4.6 0.42
6.7 5.04 1.19 0.024 0.014 0.043 0.001 -0.019 0.006 0.035 8 271 13 0.172 6.8 0.21
11 5.87 1.72 0.088 0.024 0.062 0.007 0.01 0.017 0.053 4 203 9 0.222 10.9 0.43
10.3 6.37 1.38 0.046 0.023 0.056 0.006 0.031 0.019 0.042 2 178 6 0.038 3.5 0.52
11.2 6.49 1.63 0.098 0.025 0.041 0.004 0.042 0.03 0.025 3 163 11 0.124 6.5 1.13
10.3 5.56 0.78 0.023 0.011 0.028 0.002 -0.001 0.009 0.025 2 194 14 0.075 4.3 0.59
10.5 7.04 2.97 0.171 0.075 0.045 0.009 0.186 0.039 0.029 21 171 7 0.064 3.9 0.92
4.2 6.11 0.76 0.019 0.008 0.034 0.001 0.016 0.01 0.029 8 150 10 0.015 0.8 0.15
9.4 6.38 1.03 0.036 0.018 0.037 0.003 0.039 0.015 0.015 4 165 13 0.071 2.6 0.47
9.7 6.05 0.79 0.035 0.014 0.024 0.003 0.011 0.009 0.013 4 166 6 0.112 4.8 0.33
11.6 7.45 4.79 0.331 0.105 0.048 0.01 0.336 0.069 0.026 102 216 7 0.038 3.8 0.95
10.8 6.37 1.32 0.06 0.021 0.039 0.004 0.028 0.023 0.029 3 178 7 0.088 4.4 0.47
12.1 7.17 2.76 0.158 0.071 0.044 0.009 0.176 0.033 0.029 24 179 6 0.056 3.7 0.94
11.4 6.54 1.97 0.142 0.022 0.037 0.004 0.077 0.018 0.026 3 190 10 0.191 9.5 0.59
12.4 7.29 6.34 0.442 0.149 0.061 0.006 0.545 0.037 0.032 4 174 7 0.117 6.7 1.44
7.3 7.13 2.69 0.15 0.053 0.039 0.008 0.181 0.051 0.02 3 173 5 0.014 0.7 0.31
9 6.93 1.8 0.089 0.036 0.043 0.011 0.089 0.022 0.036 2 163 10 0.063 3.2 0.44
12.9 7.16 7.81 0.62 0.116 0.062 0.015 0.531 0.139 0.041 9 278 21 0.177 10.9 1.84
9 6.42 0.94 0.038 0.012 0.033 0.006 0.023 0.013 0.028 2 168 5 0.029 2.7 0.37
12.6 7.36 5.14 0.335 0.156 0.048 0.008 0.429 0.023 0.029 5 207 9 0.089 7.2 1.22
11.4 6.33 1.37 0.043 0.023 0.046 0.005 0.044 0.02 0.032 6 166 5 0.056 3.5 0.45
11.2 6.14 1.09 0.057 0.02 0.029 0.003 0.018 0.018 0.021 3 176 8 0.096 4.7 0.78
10.5 6.98 2.43 0.133 0.048 0.045 0.007 0.154 0.021 0.04 5 167 5 0.06 3.1 0.31
11.3 6.26 1.52 0.08 0.031 0.043 0.004 0.041 0.009 0.029 3 194 7 0.154 8.2 0.56
8.9 6.84 1.98 0.115 0.03 0.038 0.009 0.11 0.027 0.03 3 164 7 0.06 2.6 0.39
11.3 6.21 1.18 0.028 0.024 0.047 0.006 0.055 0.016 0.035 3 167 9 0.068 3.8 0.36
10.9 4.91 1.19 0.019 0.019 0.03 0.001 -0.024 0.008 0.027 4 189 10 0.154 6.8 0.44
8.7 6.15 0.78 0.032 0.011 0.028 0.002 0.025 0.016 0.019 3 165 6 0.035 2.3 0.43
11.1 6.23 1.39 0.058 0.031 0.048 0.003 0.028 0.012 0.033 3 161 6 0.133 6.9 0.53
9.9 6.47 1.12 0.044 0.022 0.035 0.003 0.041 0.011 0.029 4 166 5 0.059 2.7 0.39
12.1 7.06 3.17 0.173 0.044 0.077 0.01 0.169 0.023 0.091 5 161 7 0.06 3.8 0.42
8.6 6.79 1.21 0.05 0.025 0.04 0.005 0.062 0.017 0.019 5 170 5 0.035 1.7 0.59
11.6 7.11 2.18 0.118 0.039 0.046 0.006 0.13 0.021 0.044 16 166 3 0.024 1.3 0.44
8.1 6.66 0.99 0.03 0.024 0.032 0.004 0.052 0.026 0.019 10 164 3 0.004 0.2 0.48
10.2 6.81 1.93 0.12 0.027 0.046 0.003 0.117 0.018 0.043 4 190 8 0.089 4.4 0.48
8.1 7.08 1.94 0.094 0.056 0.035 0.006 0.141 0.017 0.02 5 164 5 0.033 1.9 0.59
7.9 6.42 0.78 0.018 0.01 0.035 0.004 0.021 0.015 0.032 3 194 4 0.001 0.3 0.36
9.1 6.57 1.04 0.023 0.027 0.039 0.005 0.04 0.014 0.024 3 208 4 0.028 1.8 0.44
7.6 6.45 0.83 0.023 0.011 0.024 0.003 0.024 0.026 0.016 3 164 6 0.007 0.6 0.36
8.1 6.69 1.21 0.046 0.016 0.036 0.007 0.062 0.02 0.026 4 195 6 0.009 0.6 0.33
8.6 7.17 2.6 0.19 0.045 0.024 0.001 0.221 0.009 0.02 2 211 4 0.025 1.7 0.44
9.9 6.97 1.56 0.096 0.018 0.034 0.004 0.094 0.018 0.026 4 206 4 0.015 0.8 0.3
9.3 7.35 3.43 0.273 0.029 0.038 0.007 0.278 0.018 0.037 2 185 3 0.014 1 0.48
7.6 7.22 2.11 0.118 0.053 0.029 0.009 0.159 0.024 0.018 5 201 4 0.011 0.6 0.35
7.1 6.97 1.18 0.053 0.025 0.029 0.002 0.066 0.021 0.02 3 191 4 0.001 0.2 0.34
7.4 7.37 3.35 0.275 0.024 0.031 0.005 0.28 0.03 0.019 5 184 6 0.01 0.6 0.31
11.4 7.06 4.07 0.388 0.035 0.05 0.006 0.274 0.029 0.019 11 258 11 0.33 14.1 1.59
12.5 6.68 2.84 0.237 0.038 0.053 0.005 0.136 0.029 0.022 7 271 13 0.386 15.8 1.34
12.3 5.87 3.92 0.159 0.065 0.204 0.016 0.028 0.057 0.065 4 426 30 0.789 31.1 1.62
11.5 5.93 2.44 0.129 0.059 0.075 0.012 0.017 0.044 0.025 3 384 42 0.491 20.4 1.7
11.1 6.68 2.61 0.18 0.046 0.061 0.01 0.095 0.031 0.023 7 271 16 0.305 14.1 1.51
11.9 6.57 2.19 0.147 0.033 0.044 0.006 0.074 0.039 0.02 4 210 10 0.219 10 0.51
10.3 6.25 2.61 0.163 0.037 0.069 0.008 0.112 0.028 0.021 8 218 11 0.244 10.6 2.35
11.3 6.4 2.53 0.214 0.048 0.05 0.008 0.058 0.023 0.018 12 352 20 0.544 22.9 1.61
10.7 6.72 1.74 0.075 0.038 0.051 0.009 0.076 0.024 0.016 7 216 10 0.086 5.4 1.02
9.1 5.58 1.22 0.057 0.022 0.034 0.004 0.001 0.013 0.013 7 223 15 0.3 10.4 1
8.6 6.14 1.73 0.096 0.034 0.05 0.007 0.032 0.015 0.02 3 235 14 0.29 12.8 1.68
10.4 5.32 0.78 0.029 0.013 0.018 0.002 -0.004 0.02 0.012 7 188 10 0.055 3.8 0.62
11.2 6.39 1.26 0.089 0.041 0.05 0.007 0.035 0.014 0.017 9 238 23 0.277 11.9 1.61
11.6 7.26 4.18 0.326 0.055 0.051 0.012 0.271 0.05 0.026 9 228 10 0.124 8.6 1.53
11.6 6.6 2.77 0.197 0.04 0.058 0.009 0.101 0.05 0.022 4 245 24 0.302 12.8 1.42
9.3 6.35 1.45 0.07 0.025 0.049 0.005 0.036 0.019 0.019 8 215 11 0.141 7.5 1.01
10 6.24 1.45 0.075 0.047 0.04 0.003 0.023 0.006 0.014 8 292 12 0.269 12.6 0.95
9.1 5.57 1.53 0.08 0.031 0.045 0.003 0 0.011 0.017 7 272 25 0.456 16.2 1.42
11.7 4.55 3.03 0.086 0.048 0.078 0.006 -0.114 0.033 0.031 3 407 18 1.021 41.8 1.53
11 5.07 2.6 0.102 0.048 0.079 0.007 -0.036 0.069 0.027 1 319 24 0.711 23.8 1.78
9.6 6.7 3.13 0.164 0.059 0.073 0.019 0.175 0.06 0.019 1 174 26 0.129 5.3 2.1
10.6 6.29 1.25 0.047 0.031 0.042 0.006 0.033 0.021 0.016 7 225 10 0.103 5.9 0.77
12.3 6.69 2.71 0.131 0.051 0.069 0.023 0.075 0.055 0.042 3 266 15 0.159 9.6 0.39
12.2 5.84 3.09 0.149 0.066 0.102 0.013 0.013 0.065 0.053 2 355 36 0.568 26.2 1.52
11.6 6.84 2.67 0.13 0.071 0.06 0.013 0.125 0.036 0.024 8 181 15 0.119 7.6 1.49
11.4 5.04 0.8 0.015 0.009 0.014 0.004 -0.011 0.017 0.012 6 180 10 0.086 3.7 0.87
11.2 6.89 4.57 0.219 0.116 0.085 0.054 0.245 0.055 0.049 15 366 41 0.242 11.6 0.53
10.3 6.3 2.32 0.096 0.052 0.062 0.016 0.032 0.064 0.029 5 240 14 0.189 9.9 1.08
11.6 6.66 2.42 0.107 0.048 0.066 0.018 0.06 0.055 0.032 3 221 16 0.18 8.6 0.61
11.2 5.59 2.3 0.117 0.059 0.058 0.009 -0.001 0.06 0.018 13 275 20 0.544 19 1.48
9.1 4.79 1.73 0.054 0.036 0.034 0.003 -0.058 0.008 0.011 9 313 22 0.493 19.2 1.49
9.9 6.12 2.18 0.104 0.041 0.055 0.02 0.049 0.045 0.032 7 253 17 0.219 10 1.86
10.2 5.66 1.58 0.091 0.04 0.043 0.004 0.012 0.009 0.015 1 240 31 0.444 16.8 1.48
9.9 6.77 2.24 0.118 0.03 0.052 0.017 0.108 0.038 0.017 5 294 10 0.094 5.1 1.35
11 6.52 2.25 0.097 0.056 0.057 0.01 0.057 0.054 0.032 2 169 13 0.205 8.2 0.54
9.1 5.79 1.32 0.07 0.029 0.039 0.007 0.009 0.02 0.014 3 221 8 0.301 10.9 1.45
11.8 7.14 2.7 0.167 0.067 0.045 0.008 0.167 0.032 0.02 8 180 9 0.096 5.5 1.13
10.1 6.75 2.13 0.164 0.033 0.035 0.005 0.117 0.015 0.016 3 194 11 0.205 8.3 1.14
10.3 6.18 2.22 0.096 0.043 0.06 0.011 0.044 0.059 0.019 3 240 10 0.228 10 1
9.4 6.68 2.43 0.12 0.094 0.05 0.01 0.119 0.019 0.018 1 228 13 0.229 10.6 1.6
9.9 6.68 1.45 0.06 0.046 0.038 0.007 0.06 0.026 0.011 6 177 8 0.071 5.1 0.83
12.6 6.87 2.75 0.183 0.039 0.062 0.008 0.168 0.035 0.023 4 213 21 0.102 8.9 0.32
12.2 6.93 2.57 0.129 0.049 0.056 0.019 0.096 0.061 0.028 2 175 9 0.068 5.2 0.69
11.1 7.09 3.29 0.231 0.057 0.063 0.013 0.172 0.046 0.024 3 228 19 0.276 10.9 1.36
9.4 6.75 3.21 0.162 0.129 0.058 0.011 0.205 0.026 0.015 5 265 19 0.336 10.7 2.51
8.4 6.02 1.37 0.053 0.034 0.043 0.004 0.02 0.013 0.016 2 190 10 0.26 10.4 1.21
12.7 7.06 5.34 0.26 0.107 0.097 0.052 0.28 0.108 0.072 5 213 16 0.039 6.4 0.71
10.7 6.29 2.18 0.124 0.058 0.058 0.012 0.053 0.021 0.016 4 321 20 0.393 16.1 1.57
9.8 6.44 2.19 0.117 0.063 0.045 0.011 0.092 0.023 0.016 10 223 19 0.261 10.9 1.56
9.8 6.92 4.55 0.386 0.062 0.053 0.013 0.296 0.047 0.018 2 284 14 0.258 13.2 1.54
9 6.61 2.09 0.099 0.068 0.046 0.008 0.083 0.019 0.021 3 257 13 0.177 9.3 0.89
8.6 5.31 1.66 0.083 0.057 0.039 0.002 -0.016 0.011 0.014 3 263 12 0.406 18.7 1.64
10.5 7.09 3.06 0.192 0.058 0.046 0.011 0.2 0.039 0.028 10 163 8 0.06 3.6 0.91
10.3 5.86 1.68 0.088 0.042 0.046 0.008 0.009 0.019 0.018 2 260 10 0.375 19.1 0.67
9.26 6.48 1.82 0.086 0.066 0.046 0.008 0.063 0.022 0.029 3 367 21 0.25 11.2 1.53
9.4 5.86 2.01 0.113 0.062 0.041 0.006 0.02 0.019 0.027 8 316 49 0.465 17 1.53
9 6.66 2.56 0.16 0.067 0.055 0.012 0.123 0.019 0.015 3 257 9 0.267 13 1.44
10.8 6.94 4.1 0.217 0.155 0.044 0.023 0.292 0.025 0.027 2 277 21 0.138 8.9 1.06
9 6.3 2 0.125 0.05 0.05 0.01 0.036 0.023 0.017 4 282 14 0.424 16 1.3
10.8 5.92 1.73 0.07 0.032 0.064 0.011 0.041 0.016 0.014 3 224 12 0.297 14.1 1.14
9.9 6.48 3.22 0.237 0.066 0.061 0.018 0.123 0.037 0.02 5 316 17 0.446 18.9 1.64
11.1 6.51 2.13 0.122 0.049 0.055 0.014 0.069 0.024 0.015 1 227 22 0.379 15.9 1.25
10 7.07 4.75 0.358 0.1 0.049 0.009 0.371 0.015 0.018 2 301 10 0.216 10.5 1.32
9.7 6.5 1.87 0.102 0.055 0.045 0.008 0.063 0.024 0.014 1 224 10 0.201 9.7 1.16
10.2 6.8 2.54 0.15 0.058 0.049 0.014 0.141 0.027 0.016 1 212 10 0.197 8.2 1.57
10.2 6.1 1.62 0.081 0.034 0.048 0.007 0.017 0.035 0.017 3 194 11 0.267 14.4 1.05
9 6.51 1.98 0.111 0.049 0.053 0.013 0.067 0.02 0.015 2 210 8 0.274 12.5 1.85
10.7 5.89 2.96 0.135 0.117 0.066 0.004 0.142 0.031 0.023 5 234 16 0.307 14 1.94
9.7 6.25 1.93 0.095 0.044 0.062 0.008 0.052 0.027 0.016 2 230 9 0.272 14.5 1.79
10.2 6.7 2.3 0.126 0.069 0.049 0.006 0.107 0.016 0.016 2 217 10 0.169 9 1.31
11.3 5.73 1.49 0.055 0.041 0.043 0.003 0.015 0.023 0.032 3 177 9 0.193 9.3 1.15
9.7 6.4 1.34 0.055 0.039 0.038 0.008 0.043 0.015 0.012 3 298 17 0.167 7.2 0.76
9.7 5.97 1.86 0.103 0.046 0.049 0.013 0.021 0.021 0.015 1 261 12 0.399 16.2 1.75
10.2 5.24 1.67 0.106 0.039 0.032 0.004 -0.025 0.009 0.01 2 271 19 0.69 26.1 0.98
9.3 6.97 2.78 0.178 0.058 0.043 0.007 0.162 0.037 0.018 7 194 11 0.127 7.4 1.13
8.2 6.76 2.03 0.105 0.091 0.037 0.005 0.099 0.009 0.014 9 288 20 0.22 11.2 1.04
10.2 5 1.33 0.044 0.018 0.035 0.005 -0.026 0.008 0.01 5 290 18 0.346 17.5 0.81
10.5 6.69 1.99 0.112 0.048 0.048 0.01 0.076 0.021 0.013 4 226 9 0.211 9.7 1.39
9.4 5.08 1.3 0.05 0.03 0.032 0.003 -0.022 0.014 0.014 2 243 13 0.381 13.8 1.18
11.2 6.43 1.89 0.109 0.037 0.036 0.005 0.073 0.038 0.016 3 200 9 0.14 6.5 1.25
11.1 6.83 2.59 0.13 0.051 0.066 0.021 0.139 0.031 0.019 2 246 11 0.11 8.4 1.26
10.2 6.62 3.19 0.21 0.07 0.052 0.015 0.08 0.026 0.086 5 505 24 0.432 18.7 0.99
12.2 6.63 1.72 0.094 0.039 0.036 0.005 0.083 0.023 0.015 5 175 9 0.121 5.5 0.44
10.2 7.17 4.95 0.35 0.126 0.07 0.024 0.268 0.083 0.031 1 276 28 0.462 20.1 2.28
10.6 6.42 0.88 0.047 0.017 0.023 0.003 0.027 0.006 0.017 2 166 7 0.073 4 0.44
10.3 6.84 2.27 0.11 0.052 0.07 0.015 0.114 0.027 0.015 2 216 15 0.131 10.4 1.25
10.4 7.03 2.57 0.124 0.055 0.061 0.02 0.137 0.034 0.021 2 193 6 0.055 7.5 0.89
11.4 5.9 1.9 0.12 0.044 0.046 0.004 0.039 0.01 0.021 6 239 18 0.419 17 1.29
13.2 7.16 7.36 0.247 0.129 0.304 0.05 0.213 0.188 0.189 3 362 28 0.128 14.4 0.89
11.8 6.85 2.53 0.133 0.059 0.054 0.017 0.129 0.032 0.016 3 185 9 0.118 9.5 1.08
10.1 6.44 2.41 0.109 0.054 0.073 0.014 0.109 0.022 0.016 3 217 12 0.239 12.1 1.63
10.3 6.68 2.68 0.135 0.071 0.047 0.016 0.104 0.061 0.036 3 200 11 0.127 8.8 1.22
11.2 6.48 1.93 0.094 0.045 0.043 0.003 0.084 0.038 0.02 2 176 6 0.084 5.5 1.13
11.3 6.78 3.87 0.246 0.056 0.071 0.017 0.14 0.099 0.04 8 269 17 0.191 11.9 1.34
11.3 7.13 2.7 0.172 0.04 0.038 0.008 0.18 0.034 0.031 6 168 4 0.037 2 0.48
10.6 2.91 129 4.38 2.574 0.343 0.087 -4.512 11.597 0.609 25 198 20 0.044 3.2 5.34
11.4 6.96 2.05 0.106 0.039 0.053 0.012 0.102 0.022 0.017 3 222 7 0.086 7.1 1.06
10 6.47 2.33 0.14 0.044 0.058 0.011 0.09 0.02 0.025 3 263 14 0.27 14 1.14
8.9 6.87 2.48 0.183 0.039 0.051 0.012 0.118 0.041 0.021 2 192 13 0.223 12.7 1.2
10.3 6.42 4.1 0.199 0.082 0.044 0.096 0.185 0.024 0.058 37 341 215 0.355 19.5 0.4
9.6 7.41 6.62 0.582 0.059 0.07 0.012 0.53 0.062 0.027 4 272 18 0.19 12.4 1.43
11.2 6.03 1.59 0.069 0.03 0.037 0.004 0.015 0.063 0.018 2 193 9 0.089 4.5 0.53
11.2 7 2.38 0.144 0.037 0.045 0.011 0.126 0.044 0.015 3 239 6 0.093 6.8 0.84
8.1 6.51 2.46 0.15 0.08 0.048 0.004 0.121 0.015 0.018 3 228 22 0.283 16.2 1.59
9.7 6.79 2.76 0.229 0.042 0.034 0.008 0.152 0.025 0.012 4 218 12 0.296 16.7 1.28
10.2 6.38 2.94 0.176 0.059 0.074 0.012 0.096 0.037 0.029 1 394 16 0.323 19.1 2.67
9.1 6.04 1.95 0.106 0.043 0.063 0.007 0.028 0.033 0.028 2 262 13 0.302 18.3 1.7
11.2 6.15 1.03 0.036 0.023 0.029 0.005 0.018 0.026 0.015 2 174 9 0.064 3.8 0.5
8.1 5.95 2.58 0.152 0.057 0.066 0.01 0.036 0.033 0.049 9 240 15 0.369 22.5 1.75
10.2 7.5 7.4 0.632 0.058 0.055 0.012 0.691 0.042 0.022 4 226 9 0.027 4.1 1.05
9.8 6.62 2.48 0.187 0.043 0.061 0.006 0.084 0.02 0.025 10 269 27 0.398 19 1.55
8.4 6.99 3.18 0.272 0.048 0.056 0.005 0.172 0.04 0.014 4 231 8 0.255 18.6 0.75
10.8 6.97 2.16 0.12 0.039 0.047 0.013 0.107 0.042 0.013 2 172 7 0.082 7.8 0.9
11.9 7.25 6.18 0.587 0.059 0.058 0.008 0.475 0.056 0.023 14 309 12 0.372 16.4 2.1
10 6.45 1.07 0.044 0.024 0.027 0.014 0.032 0.008 0.015 2 190 14 0.127 6 0.61
11.9 7.07 3.3 0.214 0.043 0.05 0.015 0.201 0.064 0.015 2 247 5 0.05 5.9 0.99
11.2 6.56 2.05 0.137 0.038 0.058 0.006 0.068 0.02 0.02 7 243 14 0.302 14.3 1.84
10.5 6.4 1.29 0.072 0.034 0.03 0.003 0.049 0.014 0.014 4 201 12 0.129 7.3 0.67
8.5 6.23 2.21 0.141 0.079 0.034 0.007 0.067 0.011 0.012 4 300 24 0.497 23.4 1.19
9.4 6.91 1.37 0.071 0.032 0.023 0.005 0.075 0.024 0.012 4 205 6 0.036 2.1 0.54
11.5 6.99 2.41 0.121 0.09 0.04 0.006 0.167 0.016 0.017 3 197 10 0.089 6.4 0.56
9.2 6.79 2.76 0.188 0.049 0.069 0.005 0.146 0.028 0.018 4 208 15 0.222 13.3 1.71
8.4 6.95 1.78 0.093 0.036 0.039 0.004 0.104 0.034 0.021 2 180 4 0.008 0.6 0.51
11.3 7.04 2.78 0.129 0.091 0.039 0.016 0.183 0.043 0.022 2 193 7 0.029 3.1 0.51
8.4 7.01 1 0.058 0.012 0.02 0.003 0.049 0.028 0.01 8 179 4 0.003 0.1 0.52
11.4 7.21 2.99 0.18 0.073 0.039 0.016 0.205 0.036 0.023 4 195 5 0.039 3.9 0.56
8.5 5.77 1.5 0.069 0.03 0.049 0.011 0.015 0.013 0.013 1 205 13 0.343 16.6 0.92
10.4 7.51 3.79 0.288 0.042 0.044 0.007 0.296 0.03 0.041 9 196 4 0.011 0.9 0.5
9.1 6.45 1.59 0.069 0.031 0.046 0.008 0.057 0.035 0.012 5 232 7 0.113 8.1 0.94
10.5 7.79 8.15 0.76 0.051 0.043 0.002 0.786 0.022 0.037 4 167 4 0.03 2.3 0.55
9.4 6.92 1.39 0.067 0.028 0.025 0.007 0.07 0.031 0.014 15 195 3 0.002 0.7 0.44
8.2 5.4 1.23 0.044 0.02 0.046 0.003 -0.002 0.029 0.013 5 224 10 0.208 11.1 1.47
10.7 5.74 1.88 0.102 0.043 0.049 0.009 0.007 0.036 0.013 5 261 16 0.451 18 1.7
11 7.26 3.13 0.224 0.054 0.049 0.006 0.235 0.029 0.016 3 184 8 0.068 4.9 1.04
